ID,Role,Team,Body,Hair,MVP,Accessory Group,p_Base_Traits,p_Flair_Traits,p_All_Traits,p_All_Stats,p_Total,Image,p_Dunks,p_Shooting,p_Playmaking,p_Defense
7085,Player,Phoenix Skulls,Devil,Thinning,False,"Headband, Clock Necklace",96.31,98.1,96.33,31.43,74.16,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4475.png,92.86082474226805,22.422680412371136,26.510309278350512,12.587628865979381
5654,Player,Portland Creatures,Devil,Striped,False,"Armband, Eye Patch",95.39,97.37,95.42,21.83,66.0,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8134.png,13.206185567010309,48.55670103092783,17.994845360824744,69.90206185567011
4888,Player,San Jose Sirens,Pink Alien,Pink Pigtails,False,"Headband, Space Visor",98.82,95.79,98.82,25.56,71.73,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5244.png,60.118556701030926,3.829896907216495,65.16494845360825,39.29381443298969
4323,Player,Boulder Elks,Emoji,Spiked,False,"Headband, Clock Necklace",97.23,98.1,97.25,69.86,94.24,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8574.png,89.78350515463917,57.376288659793815,9.350515463917526,82.45876288659794
4328,Player,Houston Rogues,Bright Zombie,Brunette Wavy Ponytail,False,"Armband, Headband, Goggles",98.47,98.59,98.47,85.53,98.31,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3684.png,73.0,61.628865979381445,96.38659793814432,25.948453608247423
2487,Player,San Francisco Surge,Bright Pink Alien,Light Brunette Bob,False,Clock Necklace,98.41,91.37,98.41,96.41,99.41,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1446.png,98.75257731958763,22.422680412371136,94.90721649484536,65.24226804123711
1579,Player,San Jose Sirens,Human IV,Brunette Bob,False,"Armband, Headband, 3D Glasses",70.68,100.0,81.93,67.78,87.13,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1539.png,96.04123711340206,78.1340206185567,5.695876288659794,47.850515463917525
7129,Player,St. Louis Orcs,Alien,Blonde Crewcut,False,"Armband, Space Visor",93.12,95.24,93.15,16.86,59.76,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9237.png,7.432989690721649,52.824742268041234,26.510309278350512,56.34020618556701
7062,Player,Team Dapper (M),Bright Zombie,Flat Top,False,Arm Tattoo,99.58,77.48,99.58,58.96,91.21,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3084.png,99.58762886597938,0.8814432989690723,65.16494845360825,47.850515463917525
2589,Player,Michigan Colliders,Bright Zombie,Afro,False,"Headband, Glasses",92.44,84.7,92.44,67.78,91.9,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8953.png,55.94329896907217,18.12886597938144,98.17525773195877,34.90721649484536
7603,Captain,Cleveland Firebirds,Bright Zombie,Brunette Bob,False,"Headband, Grey Headphones",99.8,87.91,99.8,18.42,66.88,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4190.png,9.309278350515465,22.422680412371136,51.80927835051546,60.69072164948454
2045,Player,Las Vegas Scorpions,Human I,Black Pompadour,False,"Headband, 3D Glasses",53.54,99.93,74.43,77.35,88.06,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1984.png,26.628865979381445,44.30927835051546,94.90721649484536,74.34020618556701
1394,Player,Portland Creatures,Devil,Shaved,False,Clock Necklace,94.19,91.37,94.21,48.92,83.57,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2485.png,47.72164948453608,78.1340206185567,22.34020618556701,51.92783505154639
7657,Player,Portland Bats,Bright Pink Alien,Spiked,False,Red Headphones,96.27,90.55,96.27,56.43,88.54,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8271.png,26.628865979381445,69.68556701030928,13.09278350515464,93.0721649484536
6899,Captain,Houston Rogues,Pink Alien,Afro,False,Armband,99.71,40.32,99.71,97.8,99.48,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3988.png,81.79381443298969,35.551546391752574,97.40721649484536,93.0721649484536
6232,Captain,Helena Pronghorns,Human IV,Thinning,False,"Headband, Gold Chain",94.89,99.7,94.96,53.99,86.72,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2772.png,55.94329896907217,87.9381443298969,22.34020618556701,34.90721649484536
9143,Player,Tampa Bay Omens,Bright Zombie,Brunette Long Ponytail,False,"Armband, Clock Necklace",98.54,97.6,98.55,25.56,71.54,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4736.png,55.94329896907217,2.6082474226804124,51.80927835051546,60.69072164948454
2495,Player,Los Angeles Knives,Emoji,Light Brunette Bob,False,"Armband, Headband, Silver Chain",98.08,92.31,98.09,5.73,54.04,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1131.png,14.963917525773196,44.30927835051546,11.298969072164947,25.948453608247423
9576,Captain,Phoenix Skulls,Pink Alien,Bedhead,False,Armband,99.82,40.32,99.82,11.59,61.02,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5477.png,18.025773195876287,3.829896907216495,22.34020618556701,85.0
1688,Player,Toronto Spears,Alien,Thinning,False,"Headband, Earrings",93.91,95.48,93.92,37.53,76.58,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1495.png,64.45360824742268,26.70618556701031,17.994845360824744,69.90206185567011
3474,Player,New York Golden Bulls,Pink Alien,Spiked,False,"Headband, Goggles",97.44,96.78,97.45,94.06,99.18,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9014.png,35.1340206185567,73.94329896907217,94.90721649484536,86.64948453608248
5692,Captain,Nashville Miracle,Pink Alien,Light Brunette Bob,False,None,99.85,16.81,99.85,1.14,51.39,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4092.png,22.391752577319586,0.3041237113402062,14.845360824742269,43.6958762886598
5103,Player,Delaware Horsemen,Pink Alien,Purple Cowlick,False,"Armband, Headband, Glasses",95.68,93.24,95.68,69.86,93.72,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3005.png,22.391752577319586,78.1340206185567,26.510309278350512,94.72164948453609
4062,Player,Chicago Squid,Bright Pink Alien,Afro,False,"Armband, Nasal Strip",92.33,83.28,92.33,16.86,59.09,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7327.png,77.43814432989691,61.628865979381445,9.350515463917526,5.530927835051546
6336,Player,Dallas Pythons,Pink Alien,Brown Cowlick,False,"Armband, Space Visor",96.38,95.24,96.38,88.07,98.37,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9483.png,96.04123711340206,94.50515463917526,30.731958762886595,25.948453608247423
1006,Player,Team Dapper (W),Devil,Redhead Ponytail,False,"Headband, Steampunk Goggles",99.64,83.97,99.64,85.53,98.52,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1006.png,60.118556701030926,98.83505154639175,30.731958762886595,56.34020618556701
4129,Player,Cleveland Firebirds,Pink Alien,Black Long Ponytail,False,"Armband, Headband, Steampunk Goggles",98.61,92.76,98.61,99.18,99.51,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8643.png,64.45360824742268,94.50515463917526,82.12886597938144,96.24226804123711
7944,Player,Toronto Spears,Pink Alien,Afro,False,Goggles,93.68,90.14,93.68,51.48,84.71,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6992.png,64.45360824742268,69.68556701030928,34.896907216494846,34.90721649484536
7460,Captain,New York Torches,Devil,Redhead Bun,False,"Armband, Headband",99.81,64.02,99.81,53.99,89.16,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3139.png,68.73711340206185,22.422680412371136,86.48969072164948,25.948453608247423
1414,Player,Portland Creatures,Emoji,Flat Top,False,"Headband, Grey Headphones",97.3,87.91,97.3,46.41,83.85,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1260.png,18.025773195876287,96.15979381443299,22.34020618556701,39.29381443298969
4700,Player,Sierra Spiders,Emoji,Spiked,False,Red Headphones,95.51,90.55,95.52,85.53,97.8,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8959.png,39.144329896907216,78.1340206185567,65.16494845360825,88.3298969072165
4833,Player,Los Angeles Knives,Emoji,Redhead Bun,False,"Armband, Headband, Grey Headphones",97.73,94.02,97.74,94.06,99.2,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2531.png,47.72164948453608,87.9381443298969,73.78350515463917,88.3298969072165
2941,Player,Austin Machines,Bright Zombie,Striped,False,"Armband, Arm Tattoo",96.55,87.14,96.55,86.85,98.24,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8184.png,96.04123711340206,52.824742268041234,47.4639175257732,65.24226804123711
4279,Player,Team Dapper (W),Bright Pink Alien,Blonde Medium,False,"Headband, Nasal Strip",99.61,85.45,99.61,98.06,99.49,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6776.png,43.50515463917526,61.628865979381445,98.17525773195877,97.32474226804125
4924,Player,Portland Bats,Lizard,Brown Pompadour,False,"Armband, Headband, Gold Chain",84.78,99.96,87.18,25.56,62.26,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3812.png,14.963917525773196,9.43298969072165,69.56185567010309,69.90206185567011
6173,Player,Dallas Pythons,Bright Pink Alien,Bedhead,False,"Armband, Grey Headphones",96.82,86.3,96.82,77.35,96.41,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6410.png,98.75257731958763,78.1340206185567,7.443298969072165,51.92783505154639
4415,Player,Tallahassee Tarantulas,Emoji,Afro,False,"Armband, Steampunk Goggles",92.27,80.92,92.28,5.01,47.78,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8294.png,5.510309278350515,73.94329896907217,3.9690721649484533,30.443298969072163
4399,Player,Portland Creatures,Devil,Spiked,False,"Headband, Silver Chain",95.84,82.57,95.84,51.48,85.86,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8661.png,60.118556701030926,78.1340206185567,13.09278350515464,56.34020618556701
4908,Player,New Jersey Scientists,Alien,Very Thin,False,Eye Patch,93.33,90.95,93.33,88.07,97.88,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7835.png,88.26804123711341,65.5360824742268,39.19072164948453,85.0
4353,Captain,St. Louis Orcs,Human I,Thinning,False,"Headband, Cyborg Eye",94.29,99.83,94.47,53.99,86.53,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3995.png,86.52061855670104,13.335051546391751,51.80927835051546,56.34020618556701
3957,Player,Orlando Freeze,Devil,Afro,False,Grey Headphones,92.63,76.2,92.63,84.04,96.97,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5971.png,97.94845360824742,89.47938144329896,22.34020618556701,25.948453608247423
1264,Player,Sierra Spiders,Devil,Patchy,False,"Headband, Glasses",96.07,84.7,96.07,48.92,84.64,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1291.png,9.309278350515465,26.70618556701031,43.365979381443296,98.81958762886597
8985,Player,Alabama Kingpins,Bright Zombie,Light Brown Short,False,"Headband, Silver Chain",95.99,82.57,95.99,10.44,56.49,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6916.png,35.1340206185567,5.737113402061856,34.896907216494846,47.850515463917525
4977,Player,Pennsylvania Fangs,Devil,Afro,False,Silver Chain,93.22,70.24,93.23,65.6,91.32,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4359.png,30.953608247422682,26.70618556701031,93.3659793814433,65.24226804123711
5605,Player,Tallahassee Tarantulas,Pink Alien,Brown Taper,False,"Armband, Headband, Arm Tattoo",95.49,94.46,95.51,95.91,99.16,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7581.png,60.118556701030926,98.83505154639175,73.78350515463917,60.69072164948454
2792,Player,Orlando Freeze,Bright Zombie,Blonde Medium,False,"Armband, Nasal Strip",98.1,83.28,98.1,15.48,62.99,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7190.png,5.510309278350515,31.15463917525773,30.731958762886595,74.34020618556701
7873,Player,Seattle Scream,Human I,Crazy Blue,False,"Armband, Headband, Gold Headphones",10.95,99.96,70.27,6.51,29.74,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7615.png,13.206185567010309,31.15463917525773,0.35051546391752575,85.0
1406,Player,Portland Creatures,Bright Pink Alien,Patchy,False,"Armband, Nasal Strip",94.97,83.28,94.97,1.86,47.32,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1669.png,77.43814432989691,5.737113402061856,17.994845360824744,1.0103092783505154
9199,Player,Sierra Spiders,Devil,Blonde Short,False,Red Headphones,96.24,90.55,96.24,51.48,86.09,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7556.png,88.26804123711341,18.12886597938144,17.994845360824744,74.34020618556701
8302,Captain,D.C. Dobermans,Pink Alien,Blonde Short,False,"Armband, Headband",99.77,64.02,99.77,37.53,80.22,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6503.png,64.45360824742268,48.55670103092783,9.350515463917526,65.24226804123711
7161,Player,Cleveland Firebirds,Emoji,Brunette Bob,False,"Headband, Earrings",96.73,95.48,96.74,31.43,74.44,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4142.png,35.1340206185567,78.1340206185567,22.34020618556701,30.443298969072163
4796,Player,Tampa Bay Omens,Lizard,Brunette Bob,False,"Armband, Gold Headphones",88.87,99.61,89.23,27.55,65.52,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7963.png,26.628865979381445,35.551546391752574,17.994845360824744,78.65979381443299
6856,Player,San Francisco Surge,Pink Alien,Braids,False,Armband,98.86,40.32,98.86,71.78,95.47,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8420.png,68.73711340206185,65.5360824742268,78.07731958762886,30.443298969072163
8383,Player,Nashville Miracle,Bright Zombie,Pink Ponytail,False,"Armband, Headband, Pencil",97.96,91.85,97.97,58.96,90.47,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7091.png,18.025773195876287,18.12886597938144,65.16494845360825,96.24226804123711
4665,Player,Los Angeles Mammoths,Bright Zombie,Crazy Purple,False,Nasal Strip,95.82,74.79,95.81,58.96,89.57,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6150.png,73.0,5.737113402061856,99.65463917525773,17.29381443298969
3859,Player,Minneapolis Express,Bright Pink Alien,Pink Ponytail,False,Clock Necklace,98.12,91.37,98.12,14.08,61.69,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3245.png,68.73711340206185,7.556701030927836,47.4639175257732,12.587628865979381
2728,Player,San Francisco Surge,Bright Pink Alien,Afro,True,Pencil,99.89,68.62,99.89,99.35,99.78,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9565.png,99.58762886597938,96.15979381443299,39.19072164948453,86.64948453608248
9631,Player,Sierra Spiders,Devil,Light Brown Short,False,"Headband, Arm Tattoo",95.61,88.61,95.62,21.83,66.2,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4585.png,47.72164948453608,44.30927835051546,13.09278350515464,43.6958762886598
3894,Player,St. Louis Orcs,Human V,Shaved,False,"Armband, 3D Glasses",8.29,99.9,58.93,96.41,89.81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4410.png,64.45360824742268,91.06701030927834,43.365979381443296,96.24226804123711
2615,Player,New Jersey Scientists,Bright Zombie,Brown Taper,False,Red Headphones,95.1,90.55,95.1,96.77,99.21,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3884.png,98.75257731958763,39.91237113402062,93.3659793814433,56.34020618556701
4512,Player,Chicago Squid,Alien,Shaved,False,"Armband, Headband, Silver Chain",92.37,92.31,92.39,61.27,89.09,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8197.png,73.0,44.30927835051546,69.56185567010309,34.90721649484536
1425,Player,Nashville Miracle,Emoji,Brunette Wavy Ponytail,False,"Armband, Pencil",97.59,78.55,97.59,25.56,70.76,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1515.png,26.628865979381445,73.94329896907217,30.731958762886595,21.54123711340206
5157,Player,Los Angeles Mammoths,Human IV,Flat Top,False,3D Glasses,68.66,99.52,77.97,92.35,95.34,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2830.png,89.78350515463917,73.94329896907217,82.12886597938144,47.850515463917525
6751,Player,New Jersey Scientists,Lizard,Very Thin,False,Gold Headphones,83.95,99.26,84.56,41.75,73.13,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6335.png,81.79381443298969,65.5360824742268,43.365979381443296,7.340206185567011
2278,Player,Houston Rogues,Alien,Braids,False,Pencil,98.56,68.62,98.57,53.99,88.44,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1358.png,68.73711340206185,78.1340206185567,26.510309278350512,34.90721649484536
7542,Player,Pennsylvania Fangs,Alien,Cheetah,False,"Armband, Headband, Pencil",93.54,91.85,93.57,3.81,47.89,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2721.png,51.75257731958764,3.829896907216495,17.994845360824744,17.29381443298969
7239,Player,Dallas Pythons,Emoji,Striped,False,"Armband, Arm Tattoo",94.88,87.14,94.88,1.37,46.73,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2794.png,13.206185567010309,7.556701030927836,43.365979381443296,9.092783505154639
1030,Player,Orlando Freeze,Pink Alien,Blonde Medium,False,Arm Tattoo,98.36,77.48,98.36,18.42,65.53,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1036.png,43.50515463917526,94.50515463917526,3.9690721649484533,5.530927835051546
1723,Player,Salt Lake City Souls,Bright Zombie,Braids,False,Armband,98.85,40.32,98.85,43.95,83.35,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2071.png,39.144329896907216,69.68556701030928,43.365979381443296,39.29381443298969
1340,Player,Minneapolis Express,Bright Zombie,Braids,False,Headband,98.84,53.63,98.84,89.18,98.87,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1806.png,51.75257731958764,82.05154639175257,78.07731958762886,78.65979381443299
5163,Player,Orlando Freeze,Bright Pink Alien,Redhead Ponytail,False,"Armband, Glasses",97.62,81.76,97.62,12.8,60.12,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2877.png,3.597938144329897,89.47938144329896,17.994845360824744,14.391752577319588
5640,Player,Michigan Colliders,Pink Alien,Black Taper,False,"Armband, Goggles",95.89,96.13,95.89,85.53,97.89,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4515.png,92.86082474226805,69.68556701030928,82.12886597938144,17.29381443298969
7855,Player,Wisconsin Dragons,Human III,Light Brown Short,False,"Armband, 3D Glasses",6.89,99.9,58.42,82.39,82.45,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8947.png,68.73711340206185,52.824742268041234,82.12886597938144,65.24226804123711
6490,Player,Michigan Colliders,Alien,Bedhead,False,"Armband, Silver Chain",94.92,79.31,94.91,67.78,92.9,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3278.png,64.45360824742268,89.47938144329896,47.4639175257732,21.54123711340206
3956,Captain,Charlotte Clovers,Bright Pink Alien,Black Pigtails,False,"Armband, Headband",99.86,64.02,99.86,29.55,75.32,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8236.png,9.309278350515465,35.551546391752574,69.56185567010309,56.34020618556701
2782,Player,Minneapolis Express,Bright Pink Alien,Blonde Medium,False,"Armband, Glasses",97.71,81.76,97.72,77.35,96.68,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3585.png,64.45360824742268,99.61855670103093,3.9690721649484533,69.90206185567011
